age,two_year_recid,sex,priors_count,length_of_stay,decile_score,c_charge_degree_F,c_charge_degree_M,race
37,1,0,8,1,2,0,1,1
27,0,1,0,0,3,1,0,0
31,0,0,6,1,5,0,1,0
29,1,0,3,1,2,1,0,1
30,0,1,0,0,2,0,1,1
25,1,1,2,11,5,1,0,0
40,0,0,3,1,2,1,0,1
33,0,0,1,1,3,0,1,0
26,1,0,5,1,5,1,0,0
61,0,0,1,0,1,0,1,0
30,0,0,2,0,4,1,0,0
62,0,0,0,2,1,0,1,0
27,1,1,4,54,8,0,1,0
48,0,0,9,1,6,1,0,0
40,0,1,0,1,2,1,0,0
24,0,0,0,2,4,1,0,0
22,1,0,0,1,4,1,0,1
30,1,0,4,15,8,0,1,1
63,0,0,0,0,1,0,1,0
33,0,0,4,1,10,1,0,1
43,1,0,0,1,4,0,1,0
26,1,0,3,33,10,1,0,1
51,0,0,1,7,1,1,0,1
39,1,0,3,1,1,1,0,0
32,1,0,14,1,8,1,0,1
22,0,0,0,0,6,0,1,1
59,0,0,0,0,1,1,0,0
38,1,0,37,30,7,0,1,1
23,0,0,2,237,6,1,0,1
42,1,0,0,1,1,0,1,1
38,1,0,2,192,7,1,0,1
34,0,1,2,1,3,1,0,0
36,1,1,7,2,3,1,0,1
36,1,0,0,1,3,0,1,1
31,0,0,1,13,1,1,0,1
28,1,1,3,4,4,1,0,1
28,1,0,1,0,2,1,0,1
43,0,0,0,1,4,1,0,1
40,0,0,1,1,1,1,0,1
31,1,0,15,2,9,1,0,1
54,1,0,6,13,7,1,0,1
24,1,0,17,130,9,1,0,1
21,1,0,1,242,9,1,0,1
22,0,0,0,0,3,1,0,1
45,0,1,1,6,4,1,0,1
29,1,0,1,0,2,0,1,1
46,1,0,10,9,5,1,0,1
21,0,0,1,12,8,1,0,0
35,1,0,6,1,5,1,0,0
52,1,0,1,70,1,0,1,1
48,0,0,0,0,1,0,1,0
29,1,1,9,214,8,0,1,1
48,0,0,0,1,1,0,1,0
31,1,0,10,8,6,1,0,1
21,1,0,3,127,8,1,0,0
47,0,0,0,3,5,0,1,1
21,1,0,3,0,10,1,0,1
35,0,0,13,0,10,1,0,1
46,1,0,3,20,1,0,1,1
34,1,0,5,5,4,1,0,1
52,0,0,2,3,1,1,0,1
21,1,0,0,9,8,0,1,0
53,0,0,1,1,1,0,1,0
19,1,1,0,1,3,1,0,0
22,0,0,0,2,6,0,1,1
45,0,0,1,2,3,1,0,1
27,0,1,0,1,2,1,0,0
25,0,0,0,0,2,0,1,0
30,1,0,0,-1,4,1,0,0
31,1,0,2,-1,5,1,0,1
28,0,0,3,1,3,1,0,0
36,1,0,3,2,2,0,1,1
27,1,0,7,10,5,1,0,1
42,0,0,1,0,2,1,0,1
35,1,0,0,40,5,1,0,0
33,0,1,2,0,2,1,0,0
25,1,0,21,2,10,1,0,1
42,0,1,0,1,1,0,1,0
21,1,0,0,3,6,1,0,1
28,0,1,0,0,2,0,1,1
27,1,0,25,40,10,1,0,1
21,0,1,0,2,6,1,0,0
26,1,0,0,5,6,0,1,0
36,0,0,0,0,1,1,0,0
49,1,0,0,1,7,1,0,0
44,1,0,0,1,2,1,0,0
28,0,0,1,24,3,0,1,0
35,1,1,12,0,7,1,0,1
34,0,0,3,0,1,1,0,1
45,1,0,15,0,3,1,0,1
28,1,0,9,16,3,1,0,1
25,0,1,1,4,3,1,0,1
21,0,0,1,0,8,0,1,1
48,0,0,1,0,1,1,0,1
37,0,0,1,0,2,0,1,0
24,1,0,3,0,6,1,0,1
37,1,0,1,1,1,0,1,0
39,0,0,1,0,3,1,0,0
24,1,0,1,21,5,1,0,0
23,1,0,1,1,2,1,0,1
43,0,0,5,0,5,1,0,0
28,1,0,6,1,8,0,1,1
53,0,0,1,0,2,0,1,1
27,1,1,2,1,4,0,1,1
39,0,0,0,2,1,0,1,0
47,1,0,22,1,7,1,0,1
28,1,0,4,2,2,1,0,1
36,0,0,2,0,1,1,0,0
24,0,1,1,3,9,1,0,1
23,0,0,3,1,7,1,0,1
26,0,0,2,1,2,1,0,1
31,1,0,7,54,4,1,0,1
30,1,1,14,5,10,1,0,1
25,0,0,2,1,6,0,1,0
24,1,0,6,1,10,1,0,1
26,0,0,2,28,4,0,1,1
20,0,1,0,0,5,1,0,1
23,0,0,0,0,3,1,0,0
26,1,0,5,6,7,1,0,1
40,0,0,4,1,1,0,1,0
19,1,0,1,-1,10,1,0,1
53,0,0,1,11,1,1,0,0
24,0,1,0,0,3,1,0,1
33,0,1,2,-1,3,1,0,0
26,1,0,8,41,10,1,0,0
32,0,0,2,0,2,1,0,0
25,1,0,0,3,2,1,0,0
21,0,0,1,0,2,1,0,1
38,0,0,3,1,5,1,0,1
23,0,0,0,1,2,1,0,0
20,1,0,0,8,6,1,0,0
39,1,1,4,1,1,1,0,0
24,1,0,1,6,2,1,0,1
49,0,0,3,0,4,1,0,1
31,1,0,7,77,7,1,0,1
20,1,0,1,16,6,1,0,1
28,0,0,0,13,3,0,1,0
67,0,0,3,1,1,1,0,0
52,0,0,0,0,1,1,0,1
45,1,0,17,46,7,1,0,1
27,1,0,8,1,7,1,0,1
22,0,0,1,1,9,1,0,0
40,1,0,0,0,1,0,1,0
30,1,0,1,0,8,0,1,0
42,0,0,1,0,1,1,0,1
24,1,0,2,1,3,1,0,1
46,0,0,4,2,2,1,0,0
38,0,0,4,-1,3,1,0,1
26,0,0,0,1,5,0,1,0
54,1,0,1,1,1,0,1,0
61,0,0,1,1,4,1,0,0
51,1,0,1,0,4,0,1,1
57,0,0,0,27,1,1,0,0
24,1,0,3,1,5,0,1,0
34,0,0,1,0,1,1,0,1
28,1,1,10,3,7,0,1,1
35,1,0,10,0,8,0,1,1
30,1,0,6,1,6,1,0,1
44,0,0,0,1,1,1,0,1
61,0,0,10,22,6,1,0,0
26,1,0,1,0,9,1,0,1
48,1,0,10,4,7,1,0,1
42,0,0,4,0,1,0,1,1
38,1,0,10,0,8,1,0,0
53,0,1,0,0,1,0,1,0
26,0,0,3,1,10,0,1,1
22,1,0,1,0,7,1,0,1
50,0,0,0,30,7,1,0,0
44,0,0,16,81,7,0,1,0
24,1,0,4,1,6,1,0,1
21,1,0,0,1,7,1,0,1
50,0,0,0,2,1,1,0,0
36,0,1,0,1,1,0,1,0
39,0,0,0,54,3,1,0,0
54,0,1,7,18,6,1,0,1
29,0,0,0,0,2,0,1,1
26,0,0,0,0,6,0,1,0
41,1,0,3,1,4,1,0,1
23,1,0,1,2,6,1,0,1
34,0,0,0,0,1,0,1,0
31,1,0,11,11,7,1,0,0
20,0,0,0,1,3,1,0,1
49,1,0,10,43,6,1,0,1
26,1,0,4,0,8,1,0,1
28,1,0,1,0,4,1,0,1
26,0,0,0,0,2,1,0,1
55,0,0,1,0,4,1,0,1
22,0,0,0,2,9,0,1,1
26,0,1,0,1,4,0,1,1
58,1,0,16,68,6,1,0,1
28,0,0,4,29,7,1,0,1
33,0,0,8,1,6,1,0,1
31,0,1,0,0,2,0,1,1
26,0,0,1,0,5,0,1,1
34,0,0,0,0,1,0,1,0
32,0,1,0,0,2,1,0,1
37,1,0,9,1,6,1,0,1
50,0,0,1,0,5,1,0,1
35,0,0,1,2,2,1,0,0
47,1,1,0,4,3,0,1,0
52,0,1,8,43,9,1,0,1
26,1,0,5,6,7,1,0,1
45,1,0,13,0,1,1,0,1
41,1,0,8,1,2,1,0,1
24,0,0,0,1,2,0,1,1
21,0,0,1,1,9,1,0,1
54,0,0,0,0,1,0,1,0
49,0,0,0,73,1,1,0,0
42,0,0,1,292,2,1,0,0
21,1,0,1,1,4,1,0,1
46,1,0,5,-1,8,1,0,0
74,0,0,0,0,1,0,1,0
39,0,1,1,0,1,1,0,1
38,0,1,0,4,1,1,0,1
19,1,0,1,1,7,1,0,1
28,1,0,0,1,2,1,0,0
25,1,0,1,28,6,1,0,1
53,0,0,1,0,1,0,1,0
23,0,0,2,76,9,1,0,1
55,1,0,33,242,9,1,0,0
64,0,1,1,1,1,1,0,0
23,1,0,1,27,7,0,1,1
23,1,0,4,0,8,1,0,1
34,0,0,0,2,1,1,0,1
26,0,0,1,32,1,0,1,1
44,0,0,4,1,2,1,0,0
27,0,1,0,5,2,1,0,0
28,0,0,14,0,9,1,0,0
55,0,0,1,1,1,0,1,0
36,0,0,15,1,5,1,0,1
23,0,0,1,1,4,1,0,1
56,0,0,1,0,1,0,1,1
27,1,0,2,0,6,1,0,0
37,0,0,1,1,6,0,1,0
32,1,0,1,1,8,1,0,1
41,1,0,18,33,10,0,1,1
22,1,0,1,1,6,1,0,1
37,1,0,1,0,2,1,0,0
45,0,0,3,1,2,0,1,1
31,0,1,14,1,8,1,0,1
42,1,0,7,1,5,1,0,1
26,1,0,20,29,9,1,0,1
33,1,0,0,0,9,1,0,0
22,1,0,0,0,2,0,1,0
36,0,1,1,-1,1,0,1,1
54,0,0,0,0,1,0,1,0
25,1,0,5,155,9,1,0,1
24,1,0,3,39,5,1,0,0
61,0,0,0,0,1,0,1,0
42,0,1,0,0,1,0,1,0
28,1,0,1,-1,2,0,1,0
27,0,0,1,2,5,0,1,1
24,0,0,2,15,3,0,1,0
32,1,0,16,0,10,1,0,1
38,0,0,0,7,1,1,0,0
21,0,0,1,0,3,0,1,0
27,1,0,1,168,7,1,0,1
39,0,0,0,-1,4,1,0,0
29,0,0,0,1,1,1,0,0
29,0,0,1,0,3,1,0,0
36,1,0,1,2,4,1,0,0
46,1,0,0,0,7,1,0,1
44,0,0,7,24,6,1,0,1
27,0,0,0,1,2,0,1,1
27,1,0,8,49,7,1,0,1
61,0,0,0,2,1,0,1,0
47,1,0,0,0,1,0,1,1
27,0,0,1,0,1,0,1,1
28,1,0,0,1,2,1,0,0
31,1,1,1,10,5,0,1,0
26,1,0,9,1,4,0,1,0
53,1,0,2,7,2,1,0,1
26,1,0,1,22,5,1,0,1
25,0,0,2,18,4,1,0,1
21,1,1,4,0,8,0,1,1
23,0,0,1,2,4,0,1,1
45,0,1,2,11,3,1,0,1
27,1,0,2,9,5,0,1,1
26,0,1,0,0,2,0,1,1
21,1,0,0,7,8,1,0,0
62,0,1,0,3,1,0,1,0
48,0,0,0,27,3,1,0,0
53,0,0,1,0,1,0,1,1
62,1,0,3,1,3,0,1,1
28,0,0,5,136,10,1,0,1
56,0,0,1,1,2,1,0,0
22,1,0,2,1,7,1,0,1
26,1,0,5,36,8,1,0,1
35,0,0,4,1,5,0,1,1
22,1,0,1,15,3,1,0,1
37,0,1,7,1,3,1,0,1
32,0,1,0,0,2,1,0,1
33,1,1,3,9,6,1,0,1
53,0,0,0,1,1,0,1,0
32,0,0,0,0,1,0,1,0
26,0,0,0,0,2,0,1,0
61,0,0,0,2,1,0,1,0
21,0,0,0,0,10,0,1,1
69,0,0,22,1,5,0,1,1
26,0,0,0,0,4,0,1,1
30,1,0,9,196,10,1,0,1
21,0,0,1,0,4,1,0,0
41,0,0,0,0,2,0,1,0
45,1,0,0,0,6,1,0,1
31,1,0,10,1,5,1,0,1
22,0,0,0,1,3,1,0,0
54,1,1,0,20,3,1,0,0
50,1,0,2,0,1,0,1,0
21,1,1,0,1,8,1,0,1
30,1,0,0,0,3,1,0,0
30,1,0,11,2,8,1,0,1
26,0,0,5,0,4,0,1,0
59,0,1,0,0,2,0,1,1
29,1,0,13,1,8,1,0,1
30,1,0,13,33,8,1,0,0
25,1,0,5,0,5,0,1,1
22,0,0,0,-1,3,1,0,1
41,1,0,8,2,1,1,0,1
37,0,1,13,1,6,1,0,1
22,1,0,0,13,3,1,0,1
19,1,0,0,0,4,1,0,1
45,0,0,2,0,2,0,1,0
33,1,1,5,0,9,1,0,1
52,0,0,7,181,5,1,0,1
21,0,1,0,1,6,1,0,1
43,1,0,6,0,10,0,1,1
33,0,0,3,1,6,1,0,0
26,1,0,3,3,10,1,0,1
37,0,0,0,1,3,0,1,0
38,1,0,1,7,1,1,0,1
27,1,0,1,0,2,1,0,1
21,0,0,1,0,5,1,0,1
38,1,0,3,1,9,1,0,0
37,0,0,0,0,4,0,1,0
44,0,0,0,1,1,1,0,0
30,0,0,0,1,2,1,0,1
49,0,0,1,1,1,1,0,0
67,0,0,0,0,1,0,1,0
59,1,0,14,33,8,1,0,1
21,1,0,1,1,10,1,0,1
31,0,0,6,10,7,0,1,0
50,1,1,2,0,1,1,0,0
30,0,0,7,0,3,1,0,1
28,0,0,1,0,2,0,1,0
48,1,0,7,2,7,1,0,1
55,0,0,0,0,1,0,1,0
42,0,0,0,2,3,0,1,0
34,1,0,0,29,7,0,1,1
43,1,0,4,0,5,0,1,1
44,0,0,0,42,1,1,0,1
25,1,0,2,0,5,1,0,0
32,1,1,0,1,3,0,1,1
24,1,0,1,0,3,1,0,1
34,1,0,0,241,7,1,0,1
48,1,0,2,1,1,1,0,1
41,0,0,1,2,1,1,0,1
26,1,0,12,10,9,0,1,1
42,1,0,0,7,5,1,0,1
29,0,0,0,42,5,0,1,1
26,0,0,0,1,2,0,1,0
27,0,1,1,44,3,1,0,1
35,0,0,4,31,2,0,1,0
54,0,0,1,0,1,1,0,0
20,0,0,0,0,6,1,0,1
27,0,0,0,1,6,1,0,0
21,0,0,1,1,7,1,0,1
27,1,0,7,2,9,0,1,0
34,1,0,11,1,8,1,0,1
54,0,0,0,1,1,0,1,1
39,0,0,1,4,1,1,0,1
33,0,1,0,0,1,0,1,0
35,0,1,0,0,4,0,1,1
53,0,0,0,0,1,0,1,1
28,0,0,2,13,4,0,1,0
26,0,0,0,0,8,1,0,1
31,0,0,3,0,5,1,0,1
24,1,0,3,1,8,0,1,0
45,1,0,19,1,6,1,0,0
28,0,0,1,0,7,1,0,1
45,1,1,1,1,3,1,0,0
33,1,0,3,14,8,1,0,0
23,1,0,4,-1,6,1,0,0
36,0,0,6,84,5,1,0,1
22,0,0,0,0,3,1,0,1
28,1,0,2,1,5,1,0,1
37,0,0,3,0,2,0,1,1
52,0,1,0,0,1,0,1,0
26,0,0,0,1,2,1,0,0
28,1,0,4,3,4,1,0,0
33,0,1,2,14,4,1,0,0
23,1,0,3,41,4,1,0,0
31,1,0,3,0,4,0,1,0
55,0,1,0,1,1,0,1,0
24,1,0,3,-1,4,1,0,0
37,0,0,2,0,1,0,1,1
41,0,0,0,177,1,1,0,1
26,0,0,0,0,2,0,1,0
41,0,0,13,2,5,1,0,1
33,0,0,6,0,6,1,0,1
23,0,0,0,1,5,1,0,1
27,0,0,1,1,3,1,0,0
24,1,0,0,36,5,1,0,0
30,0,0,10,93,9,1,0,1
55,0,0,1,0,3,1,0,0
26,1,0,13,7,10,0,1,1
35,0,0,0,0,3,1,0,1
20,0,0,1,0,4,0,1,1
24,1,0,3,8,8,0,1,0
31,1,0,8,3,10,0,1,1
55,1,0,0,1,1,1,0,1
33,1,0,7,0,9,1,0,0
44,1,0,6,270,6,1,0,0
41,1,0,25,185,9,1,0,1
56,0,0,9,0,8,0,1,1
21,0,0,1,2,3,1,0,1
48,0,1,1,0,1,0,1,0
56,1,0,7,194,6,1,0,0
39,0,0,2,2,1,0,1,0
25,0,1,0,0,6,1,0,0
28,0,1,3,16,5,1,0,1
30,1,0,0,0,2,1,0,1
19,1,1,0,1,8,0,1,1
20,1,0,0,1,4,0,1,1
57,0,0,0,4,1,1,0,0
51,1,0,8,0,6,0,1,1
27,1,0,5,3,3,1,0,1
26,0,0,0,0,5,1,0,1
23,1,0,3,35,8,0,1,0
35,1,0,14,0,8,0,1,1
37,0,0,5,0,6,1,0,1
48,0,0,0,2,1,1,0,1
21,0,0,0,2,9,1,0,1
52,0,0,1,9,1,0,1,1
22,1,0,0,0,4,1,0,1
41,1,0,1,1,2,1,0,0
25,1,1,1,0,5,0,1,0
54,1,0,0,0,1,0,1,1
25,1,0,13,36,10,1,0,1
40,0,1,4,2,4,1,0,0
22,0,0,0,11,7,1,0,1
50,0,0,10,0,4,1,0,0
35,0,0,2,0,3,0,1,0
28,1,0,7,1,9,1,0,0
21,0,0,0,2,7,1,0,1
27,0,0,0,4,3,1,0,0
22,1,0,0,-1,3,1,0,1
32,0,0,0,7,5,1,0,0
59,0,0,0,1,1,1,0,0
59,0,0,0,0,1,1,0,0
44,1,1,1,1,1,1,0,0
26,1,0,9,1,10,0,1,1
30,1,0,9,1,6,1,0,1
25,1,0,3,0,8,0,1,1
31,1,1,0,1,6,0,1,1
32,0,1,0,0,3,1,0,1
37,1,0,22,81,9,1,0,1
22,0,0,2,1,4,1,0,0
38,1,0,8,9,6,0,1,1
34,0,0,2,2,4,1,0,0
30,0,0,7,1,3,1,0,1
38,1,1,0,1,4,1,0,0
36,1,0,10,32,10,1,0,1
35,1,0,2,0,5,1,0,0
35,0,0,0,0,1,1,0,1
30,1,1,9,243,9,1,0,1
34,1,0,16,1,9,1,0,1
31,1,0,3,1,4,1,0,0
31,1,0,4,1,8,1,0,0
22,1,0,2,11,8,1,0,0
36,1,0,5,1,5,0,1,1
39,0,0,2,47,1,0,1,1
51,1,0,9,35,9,1,0,1
35,1,0,7,1,2,1,0,1
37,0,0,0,2,3,0,1,1
25,0,0,3,7,6,0,1,1
27,0,1,0,0,3,1,0,1
47,0,0,2,1,1,0,1,0
46,0,0,12,2,6,0,1,1
27,0,0,0,0,5,1,0,0
34,1,0,0,2,9,1,0,1
25,0,0,0,0,2,0,1,0
26,0,0,5,1,5,0,1,1
25,1,0,1,0,4,1,0,1
60,0,0,9,0,8,1,0,1
30,1,0,12,-1,9,1,0,1
21,0,0,0,0,4,1,0,1
25,1,0,4,0,8,1,0,1
21,1,0,0,30,4,1,0,1
29,0,0,4,0,4,0,1,1
51,0,0,2,22,1,1,0,0
29,0,0,1,0,1,0,1,1
20,1,0,0,0,9,1,0,0
53,0,0,1,21,1,1,0,0
25,0,0,5,35,8,1,0,1
22,1,0,3,319,10,1,0,1
21,0,0,1,13,8,1,0,1
21,1,0,1,5,5,1,0,0
27,1,0,6,0,8,0,1,1
28,1,0,14,20,7,0,1,1
49,1,0,6,0,4,0,1,1
52,1,0,7,3,9,1,0,1
25,0,0,1,1,6,0,1,1
56,0,0,2,2,4,1,0,0
34,0,0,22,1,9,1,0,1
23,1,0,1,1,3,0,1,1
22,0,0,0,-1,5,1,0,0
23,1,0,0,2,8,1,0,1
30,0,0,4,54,10,0,1,1
42,1,0,1,6,6,0,1,1
50,1,0,24,32,8,0,1,1
37,0,0,0,0,9,1,0,1
23,0,0,1,0,4,1,0,1
41,0,0,0,1,1,1,0,0
50,0,0,5,31,2,1,0,1
26,1,0,2,4,2,1,0,1
23,1,0,2,6,8,1,0,1
55,1,0,1,33,2,1,0,0
24,1,0,0,1,6,1,0,1
33,1,0,5,1,1,0,1,0
23,0,0,0,1,2,1,0,0
37,1,0,1,0,7,0,1,1
51,0,0,0,0,1,0,1,0
35,1,1,3,0,6,0,1,1
29,0,0,2,160,9,1,0,1
57,0,0,0,1,1,0,1,0
20,1,0,1,0,5,0,1,1
23,1,0,3,91,8,1,0,1
36,1,0,9,1,4,0,1,0
55,0,0,1,0,1,0,1,0
53,1,0,18,41,7,0,1,1
21,1,0,1,0,9,1,0,1
27,1,0,3,12,3,0,1,1
28,1,0,6,2,9,1,0,1
26,1,0,1,0,3,1,0,0
25,0,0,1,1,6,1,0,0
66,0,0,0,1,1,1,0,0
28,0,0,3,0,2,0,1,1
24,0,0,0,0,5,0,1,1
60,1,0,18,3,2,0,1,0
37,1,0,2,0,4,1,0,1
73,0,0,0,1,1,0,1,0
44,0,0,0,2,2,1,0,1
40,0,0,6,1,7,1,0,1
56,1,0,0,0,1,0,1,0
42,0,0,3,1,1,1,0,1
50,0,0,1,1,3,1,0,0
34,0,0,0,1,2,0,1,0
47,1,0,1,2,1,0,1,1
58,0,0,3,2,2,1,0,0
48,0,0,3,0,4,1,0,0
20,0,1,0,0,3,1,0,0
53,1,1,10,4,2,1,0,1
29,0,0,0,1,9,1,0,1
43,0,1,0,0,2,0,1,0
53,1,0,1,4,1,0,1,0
22,0,0,0,0,7,0,1,0
26,1,0,9,1,7,0,1,0
23,1,0,4,0,10,1,0,1
71,0,0,1,3,1,0,1,0
61,0,1,0,0,1,0,1,0
22,0,1,2,0,5,0,1,0
54,0,1,1,0,2,0,1,0
24,0,0,6,1,9,1,0,0
28,0,1,0,1,5,1,0,0
25,0,1,2,181,10,1,0,0
22,0,1,1,13,5,1,0,1
24,1,0,2,1,3,1,0,1
35,0,0,0,1,4,1,0,1
21,0,0,0,1,3,1,0,1
49,0,0,1,4,1,0,1,0
26,1,0,6,2,9,1,0,1
30,1,0,7,38,9,1,0,1
30,1,0,5,180,4,1,0,1
64,0,0,8,0,1,1,0,0
45,1,1,7,0,2,1,0,0
37,0,0,3,1,2,0,1,1
34,1,1,1,116,7,1,0,1
58,0,0,0,0,1,0,1,0
27,0,0,0,0,1,1,0,0
30,1,0,0,0,1,0,1,1
25,0,0,0,0,2,0,1,1
60,1,0,19,39,8,1,0,1
56,0,0,24,6,8,1,0,1
33,0,0,2,1,1,0,1,1
25,1,0,9,87,9,1,0,0
32,1,0,6,4,7,1,0,1
24,1,0,3,0,3,1,0,1
23,1,0,2,7,8,1,0,0
25,1,0,1,0,4,1,0,1
20,0,1,0,0,4,1,0,1
32,0,0,9,0,9,1,0,1
49,0,1,0,1,1,1,0,1
22,0,0,1,1,3,1,0,1
24,0,0,0,0,3,1,0,1
26,1,0,10,0,7,1,0,0
29,1,0,1,1,2,0,1,1
22,0,0,0,1,6,1,0,0
26,0,1,3,0,5,1,0,1
21,1,0,0,3,7,1,0,1
54,0,0,2,39,1,0,1,0
59,0,0,1,1,1,1,0,1
22,1,0,0,1,8,1,0,1
64,0,0,20,2,7,1,0,1
45,1,0,1,0,1,0,1,0
22,0,1,0,5,4,1,0,1
24,1,0,5,0,3,1,0,1
30,1,1,3,12,6,1,0,1
27,0,1,0,0,5,1,0,0
20,0,0,0,0,4,1,0,0
28,1,0,5,20,5,1,0,0
23,1,0,3,244,6,1,0,0
32,0,1,0,0,2,0,1,1
44,0,1,1,0,1,1,0,0
41,0,0,8,1,4,1,0,1
30,0,0,3,25,2,1,0,0
27,1,0,2,7,5,0,1,1
32,1,0,0,0,1,1,0,1
40,1,0,24,1,8,0,1,1
33,0,1,3,1,4,0,1,1
33,0,0,0,6,1,1,0,0
28,0,0,9,1,5,0,1,1
25,1,1,0,1,5,1,0,1
30,0,1,1,2,4,0,1,1
47,0,1,0,0,2,0,1,1
24,1,0,0,1,2,1,0,0
31,1,0,9,116,8,1,0,0
52,1,0,0,26,4,1,0,1
25,1,0,5,236,10,1,0,1
46,0,1,7,18,8,0,1,1
62,0,0,3,0,1,0,1,0
36,1,0,0,5,7,0,1,0
24,1,0,2,10,3,1,0,1
25,0,0,9,54,9,1,0,0
21,1,0,0,35,10,0,1,1
29,1,0,5,5,7,1,0,1
52,1,0,0,0,1,0,1,1
29,0,0,5,2,10,1,0,1
59,1,0,13,242,2,1,0,1
39,0,0,2,0,3,1,0,1
20,1,0,1,5,10,1,0,1
50,0,0,0,0,1,0,1,0
27,1,0,7,4,9,1,0,1
27,0,0,0,1,1,0,1,1
31,1,0,4,5,7,1,0,0
24,0,1,2,30,6,0,1,1
24,1,0,4,51,9,1,0,1
30,1,0,0,1,2,0,1,0
41,0,0,0,0,2,1,0,0
32,1,0,2,19,8,1,0,1
69,1,0,0,0,1,0,1,0
25,0,0,1,59,9,1,0,0
55,1,0,0,30,1,0,1,0
28,1,0,7,1,10,1,0,1
27,1,0,0,-1,4,0,1,0
20,1,1,1,1,6,1,0,1
36,1,0,2,-1,1,1,0,1
25,1,0,10,7,10,1,0,1
35,0,1,1,0,4,0,1,0
32,1,0,12,1,10,0,1,1
21,0,0,1,0,6,0,1,0
41,0,0,1,2,1,1,0,0
38,0,0,0,5,8,1,0,1
21,1,0,1,1,9,1,0,1
35,1,0,2,34,2,0,1,0
34,0,0,5,2,6,0,1,1
52,0,0,0,0,1,0,1,0
21,0,0,0,1,8,1,0,1
43,0,0,8,1,2,0,1,1
32,0,1,0,1,2,1,0,0
49,1,0,5,3,6,1,0,0
21,0,1,0,1,4,0,1,1
28,1,0,5,0,5,1,0,1
65,0,1,1,-1,1,1,0,0
27,0,1,0,1,3,0,1,0
48,1,0,20,46,8,1,0,0
20,1,0,0,1,3,0,1,1
63,0,0,6,24,3,1,0,1
40,0,0,0,-1,2,0,1,0
21,1,0,1,86,10,1,0,1
27,0,0,1,0,2,0,1,0
35,1,0,0,15,10,0,1,0
50,0,1,0,1,1,0,1,1
47,0,0,0,0,1,0,1,0
44,0,0,2,-1,4,0,1,0
23,0,0,0,12,3,0,1,1
54,0,0,10,30,6,1,0,1
38,0,0,17,180,10,1,0,0
44,1,0,2,1,3,1,0,0
52,1,0,3,31,3,0,1,1
52,1,1,0,118,2,1,0,0
21,1,0,0,0,9,0,1,1
30,1,1,9,4,4,1,0,0
56,0,0,6,1,2,1,0,1
35,1,0,12,0,8,1,0,1
39,0,0,1,29,1,1,0,0
29,0,0,0,0,1,0,1,0
23,1,0,2,22,5,1,0,1
26,0,0,0,0,5,0,1,0
64,1,1,1,0,1,0,1,1
20,1,0,1,1,2,1,0,0
21,1,0,0,42,5,1,0,1
21,0,0,0,46,5,1,0,1
23,0,0,0,2,7,1,0,1
46,0,0,3,2,4,1,0,1
25,1,0,21,117,9,1,0,1
30,0,1,0,-1,3,0,1,1
47,0,0,1,1,1,1,0,0
30,0,0,4,3,4,1,0,0
47,0,0,1,1,1,1,0,1
39,1,0,1,0,2,1,0,1
24,0,0,1,0,3,1,0,0
45,0,0,3,1,1,1,0,0
26,1,0,2,0,9,1,0,0
39,0,0,3,0,2,1,0,0
40,0,0,1,41,3,1,0,0
24,0,0,0,0,10,1,0,1
23,0,0,1,0,7,1,0,1
61,0,0,0,-1,1,0,1,0
42,1,0,3,-1,5,1,0,0
38,1,0,3,4,2,1,0,1
67,1,0,0,24,1,1,0,0
23,0,0,2,7,6,1,0,0
31,1,0,1,0,4,1,0,0
40,0,0,15,54,8,1,0,1
44,0,0,0,3,2,1,0,1
37,1,0,10,0,7,1,0,1
22,0,1,3,1,9,0,1,1
31,1,0,6,0,3,0,1,0
28,1,0,9,53,7,1,0,1
33,0,0,9,0,4,1,0,0
30,1,1,10,0,10,1,0,1
35,1,0,0,1,7,1,0,1
57,1,0,23,30,8,1,0,1
39,1,1,8,31,7,1,0,0
65,0,0,3,23,2,1,0,0
22,0,1,0,1,9,0,1,0
35,0,1,2,14,6,1,0,1
29,1,0,2,2,3,0,1,1
62,1,0,13,1,8,1,0,1
22,1,0,0,0,3,0,1,1
56,0,1,1,1,1,1,0,1
25,0,0,2,29,6,1,0,0
33,0,0,10,1,4,0,1,0
25,0,0,2,2,5,1,0,0
27,0,1,3,0,5,1,0,1
37,0,0,1,3,10,1,0,1
41,0,0,2,1,1,0,1,0
35,0,0,5,6,8,1,0,1
55,0,0,0,2,1,0,1,0
26,1,0,2,3,2,1,0,1
35,0,0,7,195,3,1,0,1
50,1,0,3,25,4,0,1,0
25,1,0,3,2,6,1,0,1
65,1,1,1,1,1,0,1,0
31,1,1,0,0,5,1,0,1
24,0,1,0,0,2,0,1,1
34,1,0,6,13,8,1,0,1
30,0,1,4,1,6,1,0,1
30,1,0,14,22,6,1,0,1
24,0,0,1,2,2,0,1,0
51,1,0,3,13,3,1,0,0
28,0,1,3,1,3,1,0,1
27,1,1,4,0,6,1,0,1
22,1,0,2,0,3,1,0,0
29,1,0,2,0,4,1,0,1
31,0,0,0,2,6,1,0,1
31,0,0,0,0,1,0,1,0
32,0,1,3,30,2,1,0,1
27,1,0,1,1,2,1,0,1
29,1,0,6,0,5,1,0,0
59,0,0,3,8,3,1,0,1
24,1,0,1,0,2,0,1,1
33,0,0,0,141,10,1,0,1
